scrape_date,game_id,start_date,game_status,team_type,team_name,team_score,opponent_name,opponent_score,venue,city,state,over_pick_percent,under_pick_percent,betmgm_opening_over_odds,betmgm_opening_under_odds,betmgm_opening_total,betmgm_current_over_odds,betmgm_current_under_odds,betmgm_current_total,fanduel_opening_over_odds,fanduel_opening_under_odds,fanduel_opening_total,fanduel_current_over_odds,fanduel_current_under_odds,fanduel_current_total,caesars_opening_over_odds,caesars_opening_under_odds,caesars_opening_total,caesars_current_over_odds,caesars_current_under_odds,caesars_current_total,bet365_opening_over_odds,bet365_opening_under_odds,bet365_opening_total,bet365_current_over_odds,bet365_current_under_odds,bet365_current_total,draftkings_opening_over_odds,draftkings_opening_under_odds,draftkings_opening_total,draftkings_current_over_odds,draftkings_current_under_odds,draftkings_current_total,betrivers_opening_over_odds,betrivers_opening_under_odds,betrivers_opening_total,betrivers_current_over_odds,betrivers_current_under_odds,betrivers_current_total,bet_rivers_ny_opening_over_odds,bet_rivers_ny_opening_under_odds,bet_rivers_ny_opening_total,bet_rivers_ny_current_over_odds,bet_rivers_ny_current_under_odds,bet_rivers_ny_current_total
2022-11-07,277006,2022-11-08T00:00:00+00:00,Final,away,Thomas College,39,Bryant,147,Chace Athletic Center,Smithfield,RI,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,277006,2022-11-08T00:00:00+00:00,Final,home,Bryant,147,Thomas College,39,Chace Athletic Center,Smithfield,RI,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,277438,2022-11-08T00:00:00+00:00,Final,away,LaGrange,56,Kennesaw St.,99,KSU Convocation Center,Kennesaw,GA,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,277438,2022-11-08T00:00:00+00:00,Final,home,Kennesaw St.,99,LaGrange,56,KSU Convocation Center,Kennesaw,GA,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,271553,2022-11-08T00:00:00+00:00,Final,away,Robert Morris,53,Ohio St.,91,Value City Arena,Columbus,OH,58.45588235294118,41.544117647058826,,,,,,,-120.0,-104.0,73.5,-112.0,-112.0,73.5,,,,,,,-110.0,-110.0,74.0,-110.0,-110.0,73.5,-115.0,-115.0,72.5,-115.0,-115.0,74.5,,,,,,,-114.0,-120.0,73.0,-110.0,-124.0,74.5
2022-11-07,271553,2022-11-08T00:00:00+00:00,Final,home,Ohio St.,91,Robert Morris,53,Value City Arena,Columbus,OH,58.45588235294118,41.544117647058826,,,,,,,-120.0,-104.0,73.5,-112.0,-112.0,73.5,,,,,,,-110.0,-110.0,74.0,-110.0,-110.0,73.5,-115.0,-115.0,72.5,-115.0,-115.0,74.5,,,,,,,-114.0,-120.0,73.0,-110.0,-124.0,74.5
2022-11-07,271558,2022-11-08T00:00:00+00:00,Final,away,Niagara,49,Maryland,71,XFINITY Center,College Park,MD,58.582089552238806,41.417910447761194,,,,,,,-118.0,-106.0,70.5,-112.0,-114.0,71.5,,,,,,,-110.0,-110.0,71.0,-110.0,-110.0,69.5,-115.0,-115.0,71.5,-135.0,105.0,56.5,,,,,,,,,,,,
2022-11-07,271558,2022-11-08T00:00:00+00:00,Final,home,Maryland,71,Niagara,49,XFINITY Center,College Park,MD,58.582089552238806,41.417910447761194,,,,,,,-118.0,-106.0,70.5,-112.0,-114.0,71.5,,,,,,,-110.0,-110.0,71.0,-110.0,-110.0,69.5,-115.0,-115.0,71.5,-135.0,105.0,56.5,,,,,,,,,,,,
2022-11-07,271570,2022-11-08T00:00:00+00:00,Final,away,Tennessee Tech,43,Tennessee,75,Thompson-Boling Arena,Knoxville,TN,59.92366412213741,40.0763358778626,,,,,,,-110.0,-114.0,75.5,-110.0,-114.0,74.5,,,,,,,-110.0,-110.0,72.5,-110.0,-110.0,70.0,-115.0,-115.0,74.5,-135.0,105.0,80.5,,,,,,,-117.0,-117.0,75.0,-124.0,-110.0,80.5
2022-11-07,271570,2022-11-08T00:00:00+00:00,Final,home,Tennessee,75,Tennessee Tech,43,Thompson-Boling Arena,Knoxville,TN,59.92366412213741,40.0763358778626,,,,,,,-110.0,-114.0,75.5,-110.0,-114.0,74.5,,,,,,,-110.0,-110.0,72.5,-110.0,-110.0,70.0,-115.0,-115.0,74.5,-135.0,105.0,80.5,,,,,,,-117.0,-117.0,75.0,-124.0,-110.0,80.5
2022-11-07,271579,2022-11-08T00:00:00+00:00,Final,away,Tenn-Martin,58,Pittsburgh,80,Petersen Events Center,Pittsburgh,PA,43.7007874015748,56.2992125984252,,,,,,,-120.0,-104.0,72.5,-112.0,-112.0,72.5,,,,,,,-110.0,-110.0,73.5,-110.0,-110.0,73.5,-115.0,-115.0,73.5,-135.0,105.0,82.5,,,,,,,-121.0,-113.0,72.5,-121.0,-113.0,81.5
2022-11-07,271579,2022-11-08T00:00:00+00:00,Final,home,Pittsburgh,80,Tenn-Martin,58,Petersen Events Center,Pittsburgh,PA,43.7007874015748,56.2992125984252,,,,,,,-120.0,-104.0,72.5,-112.0,-112.0,72.5,,,,,,,-110.0,-110.0,73.5,-110.0,-110.0,73.5,-115.0,-115.0,73.5,-135.0,105.0,82.5,,,,,,,-121.0,-113.0,72.5,-121.0,-113.0,81.5
2022-11-07,271583,2022-11-08T00:00:00+00:00,Final,away,Stetson,83,Florida State,74,Donald L. Tucker Civic Center,Tallahassee,FL,51.42857142857142,48.57142857142857,,,,,,,-118.0,-106.0,73.5,-110.0,-114.0,73.5,,,,,,,,,,,,,-115.0,-115.0,74.5,-115.0,-115.0,73.5,,,,,,,-115.0,-118.0,73.5,-110.0,-124.0,78.0
2022-11-07,271583,2022-11-08T00:00:00+00:00,Final,home,Florida State,74,Stetson,83,Donald L. Tucker Civic Center,Tallahassee,FL,51.42857142857142,48.57142857142857,,,,,,,-118.0,-106.0,73.5,-110.0,-114.0,73.5,,,,,,,,,,,,,-115.0,-115.0,74.5,-115.0,-115.0,73.5,,,,,,,-115.0,-118.0,73.5,-110.0,-124.0,78.0
2022-11-07,271591,2022-11-08T00:00:00+00:00,Final,away,The Citadel,69,Clemson,80,Littlejohn Coliseum,Clemson,SC,52.74725274725275,47.25274725274725,,,,,,,-114.0,-110.0,73.5,-108.0,-116.0,71.5,,,,,,,-110.0,-110.0,74.5,-110.0,-110.0,74.5,-115.0,-115.0,72.5,-115.0,-115.0,74.5,,,,,,,,,,,,
2022-11-07,271591,2022-11-08T00:00:00+00:00,Final,home,Clemson,80,The Citadel,69,Littlejohn Coliseum,Clemson,SC,52.74725274725275,47.25274725274725,,,,,,,-114.0,-110.0,73.5,-108.0,-116.0,71.5,,,,,,,-110.0,-110.0,74.5,-110.0,-110.0,74.5,-115.0,-115.0,72.5,-115.0,-115.0,74.5,,,,,,,,,,,,
2022-11-07,273831,2022-11-08T00:00:00+00:00,Final,away,VMI,48,Richmond,69,Robins Center,Richmond,VA,49.63235294117647,50.36764705882353,,,,,,,-118.0,-106.0,75.5,-120.0,-104.0,74.5,,,,,,,-110.0,-110.0,73.5,-110.0,-110.0,73.5,-115.0,-115.0,75.5,-115.0,-115.0,77.5,,,,,,,,,,,,
2022-11-07,273831,2022-11-08T00:00:00+00:00,Final,home,Richmond,69,VMI,48,Robins Center,Richmond,VA,49.63235294117647,50.36764705882353,,,,,,,-118.0,-106.0,75.5,-120.0,-104.0,74.5,,,,,,,-110.0,-110.0,73.5,-110.0,-110.0,73.5,-115.0,-115.0,75.5,-115.0,-115.0,77.5,,,,,,,,,,,,
2022-11-07,273833,2022-11-08T00:00:00+00:00,Final,away,North Greenville,55,Furman,91,Timmons Arena,Greenville,SC,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,273833,2022-11-08T00:00:00+00:00,Final,home,Furman,91,North Greenville,55,Timmons Arena,Greenville,SC,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,273834,2022-11-08T00:00:00+00:00,Final,away,Northern Arizona,55,Michigan St.,73,Jack Breslin Students Events Center,East Lansing,MI,49.21259842519685,50.78740157480315,,,,,,,-104.0,-120.0,74.5,-114.0,-110.0,75.5,,,,,,,-110.0,-110.0,74.0,-110.0,-110.0,74.0,-115.0,-115.0,75.5,-115.0,-115.0,70.5,,,,,,,-115.0,-118.0,74.5,-114.0,-120.0,70.5
2022-11-07,273834,2022-11-08T00:00:00+00:00,Final,home,Michigan St.,73,Northern Arizona,55,Jack Breslin Students Events Center,East Lansing,MI,49.21259842519685,50.78740157480315,,,,,,,-104.0,-120.0,74.5,-114.0,-110.0,75.5,,,,,,,-110.0,-110.0,74.0,-110.0,-110.0,74.0,-115.0,-115.0,75.5,-115.0,-115.0,70.5,,,,,,,-115.0,-118.0,74.5,-114.0,-120.0,70.5
2022-11-07,274056,2022-11-08T00:00:00+00:00,Final,away,Manhattan,56,VCU,73,Stuart C. Siegel Center,Richmond,VA,40.604026845637584,59.395973154362416,,,,,,,-116.0,-108.0,71.5,-108.0,-116.0,69.5,,,,,,,-110.0,-110.0,72.5,-110.0,-110.0,72.5,-115.0,-115.0,70.5,-115.0,-115.0,62.5,,,,,,,,,,,,
2022-11-07,274056,2022-11-08T00:00:00+00:00,Final,home,VCU,73,Manhattan,56,Stuart C. Siegel Center,Richmond,VA,40.604026845637584,59.395973154362416,,,,,,,-116.0,-108.0,71.5,-108.0,-116.0,69.5,,,,,,,-110.0,-110.0,72.5,-110.0,-110.0,72.5,-115.0,-115.0,70.5,-115.0,-115.0,62.5,,,,,,,,,,,,
